CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,Avail,WaitCap,WaitCount,WaitAvail,Room Cap
44232,ACC,03150,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"INTRO BUS/ANALYTCS FIN INFOFirst-time undergraduate students only.
",STAFF,MW      1230 1345 BUSN 121 (Class),Main,,3,20,0,0,0,20,0,0,0,40
44234,ACC,03150,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,"INTRO BUS/ANALYTCS FIN INFOFirst-time undergraduate students only.
",STAFF,"M       1830 1945 BUSN 103 (Class)
M       2000 2115 BUSN 103 (Class)",Main,,3,20,0,0,0,20,0,0,0,40
44235,ACC,03150,  3,"Full Term ... 
06-SEP to 21-DEC",Day,"INTRO BUS/ANALYTCS FIN INFOFirst-time undergraduate students only.
","Lin, Tony",TR      0930 1045 BUSN 101 (Class),Main,,3,20,0,0,0,20,0,0,0,40
44236,ACC,03150,  4,"Full Term ... 
06-SEP to 21-DEC",Day,"INTRO BUS/ANALYTCS FIN INFOFirst-time undergraduate students only.
","Lin, Tony",TR      1100 1215 BUSN 103 (Class),Main,,3,20,0,0,0,20,0,0,0,40
44237,ACC,03150,  5,"Full Term ... 
06-SEP to 21-DEC",Day,"INTRO BUS/ANALYTCS FIN INFOFirst-time undergraduate students only.
","Lin, Tony",TR      1530 1645 BUSN 131 (Class),Main,,3,20,0,0,0,20,0,0,0,40
44238,ACC,03150,  6,"Full Term ... 
06-SEP to 21-DEC",Evening,"INTRO BUS/ANALYTCS FIN INFOFirst-time undergraduate students only.
","Slevenski, Matthew Michael","R       1830 1945 BUSN 101 (Class)
R       2000 2115 BUSN 101 (Class)",Main,,3,20,0,0,0,20,0,0,0,40
44097,ACC,03210,  1,"Full Term ... 
06-SEP to 21-DEC",Day,PRINCIPLES OF ACCTG I,"Hughes, Diane",MW      0800 0915 BUSN 121 (Class),Main,,3,35,0,0,0,35,5,0,5,40
44233,ACC,03210,  2,"Full Term ... 
06-SEP to 21-DEC",Day,"PRINCIPLES OF ACCTG I RCB & Pre-business students only.
","Van Hook, Andrew P.",MW      1400 1515 BUSN 101 (Class),Main,,3,35,0,0,0,35,5,0,5,40
44098,ACC,03210,  3,"Full Term ... 
06-SEP to 21-DEC",Day,PRINCIPLES OF ACCTG I,STAFF,MW      1530 1645 BUSN 131 (Class),Main,,3,35,0,0,0,35,5,0,5,40
44239,ACC,03210,  4,"Full Term ... 
06-SEP to 21-DEC",Day,"PRINCIPLES OF ACCTG IRCOB and Pre-Business students only.
","Van Hook, Andrew P.",MW      1700 1815 BUSN 101 (Class),Main,,3,35,0,0,0,35,5,0,5,40
44099,ACC,03210,  5,"Full Term ... 
06-SEP to 21-DEC",Day,PRINCIPLES OF ACCTG I,"Halter, Joan W",MW      0930 1045 BUSN 301 (Class),Main,,3,35,0,0,0,35,5,0,5,40
44240,ACC,03210,  6,"Full Term ... 
06-SEP to 21-DEC",Day,"PRINCIPLES OF ACCTG IAccounting & Finance majors only.
","Lysak, Amy Kristin",TR      1400 1515 BUSN 103 (Class),Main,,3,35,0,0,0,35,5,0,5,40
44241,ACC,03210,  7,"Full Term ... 
06-SEP to 21-DEC",Evening,"PRINCIPLES OF ACCTG IRCOB and Pre-Business students only.
",STAFF,TR      1700 1815 BUSN 121 (Class),Main,,3,0,0,0,0,0,0,0,0,40
43582,ACC,03210,  8,"Full Term ... 
06-SEP to 21-DEC",Online,PRINCIPLES OF ACCTG I,"Marmon, Richard", ,Online,,3,32,0,0,0,32,8,0,8,
44100,ACC,03210,  9,"Full Term ... 
06-SEP to 21-DEC",Evening,PRINCIPLES OF ACCTG I,STAFF,"M       1830 1945 BUSN 131 (Class)
M       2000 2115 BUSN 131 (Class)",Main,,3,35,0,0,0,35,5,0,5,40
44242,ACC,03211,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"PRINCIPLES OF ACCTG IIRCOB students only.
","McFarland, Daniel J.",MW      0800 0915 BUSN 107 (Class),Main,,3,35,0,0,0,35,5,0,5,40
44243,ACC,03211,  2,"Full Term ... 
06-SEP to 21-DEC",Day,"PRINCIPLES OF ACCTG IIRCOB students only.
","Hughes, Diane",MW      0930 1045 BUSN 121 (Class),Main,,3,35,0,0,0,35,5,0,5,40
44244,ACC,03211,  3,"Full Term ... 
06-SEP to 21-DEC",Day,"PRINCIPLES OF ACCTG IIRCOB students only.
","McGrath, William Patrick",MW      1400 1515 BUSN 221 (Class),Main,,3,35,0,0,0,35,5,0,5,40
44101,ACC,03211,  4,"Full Term ... 
06-SEP to 21-DEC",Evening,PRINCIPLES OF ACCTG II,"McConnon, Joan","M       1830 1945 BUSN 121 (Class)
M       2000 2115 BUSN 121 (Class)",Main,,3,35,0,0,0,35,5,0,5,40
44102,ACC,03211,  5,"Full Term ... 
06-SEP to 21-DEC",Day,PRINCIPLES OF ACCTG II,"Scarpa, Robert F",TR      1230 1345 BUSN 121 (Class),Main,,3,35,0,0,0,35,5,0,5,40
44245,ACC,03211,  6,"Full Term ... 
06-SEP to 21-DEC",Day,"PRINCIPLES OF ACCTG IIRCOB students only.
","Li, Pei",TR      1530 1645 BUSN 103 (Class),Main,,3,35,0,0,0,35,5,0,5,40
44103,ACC,03211,  7,"Full Term ... 
06-SEP to 21-DEC",Evening,PRINCIPLES OF ACCTG II,STAFF,"R       1830 1945 BUSN 121 (Class)
R       2000 2115 BUSN 121 (Class)",Main,,3,0,0,0,0,0,0,0,0,40
44273,ACC,03300,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,SUPERVISED INTERNSHIP ACCT,"McGrath, William Patrick",M       1700 1815 BUSN 303 (Class),Main,,3,20,0,0,0,20,0,0,0,40*
44105,ACC,03301,  1,"Full Term ... 
06-SEP to 21-DEC",Day,ACCOUNTING ANALYTICS,"McFarland, Daniel J.",MW      0930 1045 BUSN 107 (Class),Main,,3,24,0,0,0,24,8,0,8,40
44122,ACC,03301,  2,"Full Term ... 
06-SEP to 21-DEC",Day,ACCOUNTING ANALYTICS,"McFarland, Daniel J.",MW      1400 1515 BUSN 107 (Class),Main,,3,24,0,0,0,24,8,0,8,40
44127,ACC,03310,  1,"Full Term ... 
06-SEP to 21-DEC",Day,INTERMEDIATE ACCTG I,"Omar, Ayishat",MW      0930 1045 BUSN 131 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44198,ACC,03310,  2,"Full Term ... 
06-SEP to 21-DEC",Day,INTERMEDIATE ACCTG I,"Omar, Ayishat",MW      1230 1345 BUSN 131 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44202,ACC,03310,  3,"Full Term ... 
06-SEP to 21-DEC",Day,INTERMEDIATE ACCTG I,"Sacchetta, Robert J.",TR      1400 1515 BUSN 101 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44203,ACC,03310,  4,"Full Term ... 
06-SEP to 21-DEC",Day,INTERMEDIATE ACCTG I,"Sacchetta, Robert J.",TR      1530 1645 BUSN 101 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44204,ACC,03310,  5,"Full Term ... 
06-SEP to 21-DEC",Day,INTERMEDIATE ACCTG I,"Sacchetta, Robert J.",TR      1700 1815 BUSN 101 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44205,ACC,03311,  1,"Full Term ... 
06-SEP to 21-DEC",Day,INTERMEDIATE ACCTG II,"Omar, Ayishat",MW      1400 1515 BUSN 131 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44206,ACC,03311,  2,"Full Term ... 
06-SEP to 21-DEC",Day,INTERMEDIATE ACCTG II,"Sacchetta, Robert J.",TR      1100 1215 BUSN 101 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44207,ACC,03320,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,ACCTG INFO SYSTEMS,"Slevenski, Matthew Michael","M       1830 1945 BUSN 107 (Class)
M       2000 2115 BUSN 107 (Class)",Main,,3,24,0,0,0,24,8,0,8,40
44208,ACC,03320,  2,"Full Term ... 
06-SEP to 21-DEC",Day,ACCTG INFO SYSTEMS,STAFF,TR      1100 1215 BUSN 107 (Class),Main,,3,24,0,0,0,24,8,0,8,40
44209,ACC,03320,  3,"Full Term ... 
06-SEP to 21-DEC",Day,ACCTG INFO SYSTEMS,"Li, Pei",TR      1230 1345 BUSN 107 (Class),Main,,3,24,0,0,0,24,8,0,8,40
44210,ACC,03326,  1,"Full Term ... 
06-SEP to 21-DEC",Day,COST ACCOUNTING,STAFF,MW      0930 1045 BUSN 103 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44211,ACC,03326,  2,"Full Term ... 
06-SEP to 21-DEC",Day,COST ACCOUNTING,STAFF,MW      1530 1645 BUSN 121 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44212,ACC,03326,  3,"Full Term ... 
06-SEP to 21-DEC",Evening,COST ACCOUNTING,"Glaum, Christopher J","R       1830 1945 BUSN 103 (Class)
R       2000 2115 BUSN 103 (Class)",Main,,3,32,0,0,0,32,8,0,8,40
43585,ACC,03405,  1,"Full Term ... 
06-SEP to 21-DEC",Online,"FOUNDATIONS OF ACCTGNon-RCOB majors only.
",STAFF, ,Online,,3,32,0,0,0,32,8,0,8,
44231,ACC,03410,  1,"Full Term ... 
06-SEP to 21-DEC",Day,AUDITING,"Lysak, Amy Kristin",TR      0930 1045 BUSN 103 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44267,ACC,03410,  2,"Full Term ... 
06-SEP to 21-DEC",Day,AUDITING,"Lysak, Amy Kristin",TR      1230 1345 BUSN 103 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44268,ACC,03416,  1,"Full Term ... 
06-SEP to 21-DEC",Day,ADV ACCOUNTING,"Zhang, Mei",TR      0930 1045 BUSN 121 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44269,ACC,03416,  2,"Full Term ... 
06-SEP to 21-DEC",Day,ADV ACCOUNTING,"Zhang, Mei",TR      1100 1215 BUSN 121 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44270,ACC,03416,  3,"Full Term ... 
06-SEP to 21-DEC",Evening,ADV ACCOUNTING,STAFF,"T       1830 1945 BUSN 121 (Class)
T       2000 2115 BUSN 121 (Class)",Main,,3,32,0,0,0,32,8,0,8,40
44271,ACC,03425,  1,"Full Term ... 
06-SEP to 21-DEC",Day,INTERNATIONAL ACCOUNTING,"Zhang, Mei",TR      1400 1515 BUSN 131 (Class),Main,,3,30,0,0,0,30,8,0,8,40
44272,ACC,03425,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,INTERNATIONAL ACCOUNTING,STAFF,"T       1830 1945 BUSN 101 (Class)
T       2000 2115 BUSN 101 (Class)",Main,,3,0,0,0,0,0,0,0,0,40
44309,ACC,03428,  1,"Full Term ... 
06-SEP to 21-DEC",Day,INTEGRATIVE ACCT SEMINAR,"Sagedy, Robert Andrew",MW      1400 1515 BUSN 121 (Class),Main,,3,24,0,0,0,24,8,0,8,40
44310,ACC,03428,  2,"Full Term ... 
06-SEP to 21-DEC",Day,INTEGRATIVE ACCT SEMINAR,"Sagedy, Robert Andrew",MW      1700 1815 BUSN 131 (Class),Main,,3,24,0,0,0,24,8,0,8,40
44311,ACC,03432,  1,"Full Term ... 
06-SEP to 21-DEC",Day,FEDERAL TAXATION,"Van Hook, Andrew P.",MW      1230 1345 BUSN 101 (Class),Main,,3,32,0,0,0,32,8,0,8,40
44312,ACC,03432,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,FEDERAL TAXATION,"Van Hook, Andrew P.","M       1830 1945 BUSN 101 (Class)
M       2000 2115 BUSN 101 (Class)",Main,,3,32,0,0,0,32,8,0,8,40
44313,ACC,03432,  3,"Full Term ... 
06-SEP to 21-DEC",Day,FEDERAL TAXATION,"Marmon, Richard",TR      1530 1645 BUSN 121 (Class),Main,,3,32,0,0,0,32,8,0,8,40
42173,ACC,03500,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,MANAGERIAL ACCOUNTING,STAFF,"W       1830 1945 BUSN 301 (Class)
W       2000 2115 BUSN 301 (Class)",Main,,3,30,0,0,0,30,0,0,0,40
42177,ACC,03500, 1C,"Module Two ... 
01-NOV to 26-DEC",Online,MANAGERIAL ACCOUNTING,"Scarpa, Robert F", ,Online,,3,30,0,0,0,30,0,0,0,
42178,ACC,03511, 1C,"Module Two ... 
01-NOV to 26-DEC",Online,INTRO TO  FEDERAL TAXATION,"Marmon, Richard", ,Online,,3,30,0,0,0,30,0,0,0,
43583,ACC,98300, 1C,"Full Term ... 
06-SEP to 21-DEC",Online,LAW FOR ACCOUNTANTS,"Hughes, Diane", ,Online,,3,32,0,0,0,32,8,0,8,
41584,AFST,11104,  1,"Full Term ... 
06-SEP to 21-DEC",Day,INTRO TO AFRICANA STUDIES,STAFF,TR      1100 1215 HAWTHN 204 (Class),Main,,3,30,0,0,0,30,0,0,0,30
41586,AFST,11104,  2,"Full Term ... 
06-SEP to 21-DEC",Day,INTRO TO AFRICANA STUDIES,STAFF,MW      1230 1345 HAWTHN 204 (Class),Main,,3,30,0,0,0,30,0,0,0,30
41589,AFST,11104,  3,"Full Term ... 
06-SEP to 21-DEC",Day,INTRO TO AFRICANA STUDIES,STAFF,"W       1100 1215 SAVITZ 217 (Class)
W       1230 1345 SAVITZ 217 (Class)",Main,,3,26,0,0,0,26,0,0,0,26
41590,AFST,11350,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,TPS:BLACK LIVES MATTER,"Monroe, Alicia S.","M       1700 1815 HAWTHN 204 (Class)
M       1830 1945 HAWTHN 204 (Class)",Main,,3,24,0,0,0,24,0,0,0,30
41591,AFST,11450,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"SENIOR SEM IN AFRICANA STUDIESSpecial Independent Study
",STAFF, ,Main,,3,2,0,0,0,2,0,0,0,
41599,AMST,13101,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,INTRO TO AMERICAN STUDIES,"Dashefsky, Brian F","T       1830 1945 HAWTHN 204 (Class)
T       2000 2115 HAWTHN 204 (Class)",Main,,3,30,0,0,0,30,0,0,0,30
41600,AMST,13101,  2,"Full Term ... 
06-SEP to 21-DEC",Online,INTRO TO AMERICAN STUDIES,"Gennari, Elizabeth V", ,Online,,3,30,0,0,0,30,0,0,0,
41601,AMST,13301,  1,"Full Term ... 
06-SEP to 21-DEC",Online,INTERDIS RESEARCH AND WRITING,"Prickett, Matthew", ,Online,,3,30,0,0,0,30,0,0,0,
41602,AMST,13320,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,AMER STUDIES IN CLASSROOM-WI,STAFF,MW      1700 1815 JAMES 2105 (Class),Main,,3,30,0,0,0,30,0,0,0,30
41603,AMST,13402,  1,"Full Term ... 
06-SEP to 21-DEC",Day,SENIOR SEM AMER ST-WI,"Plourde, Bruce A", ,Main,,3,0,0,0,0,0,0,0,0,
44277,ANTH,02202,  1,"Full Term ... 
06-SEP to 21-DEC",Day,CULTURAL ANTHROPOLOGY,"Cavanaugh, Taylor Michele",TR      0800 0915 BUSN 204 (Class),Main,,3,35,0,0,0,35,0,0,0,40
44278,ANTH,02202,  2,"Full Term ... 
06-SEP to 21-DEC",Day,CULTURAL ANTHROPOLOGY,"Cavanaugh, Taylor Michele",TR      0930 1045 BUSN 204 (Class),Main,,3,35,0,0,0,35,0,0,0,40
44279,ANTH,02202,  3,"Full Term ... 
06-SEP to 21-DEC",Evening,CULTURAL ANTHROPOLOGY,"Kyle, Jacquelyn M. R.","M       1830 1945 BUNCE 252 (Class)
M       2000 2115 BUNCE 252 (Class)",Main,,3,30,0,0,0,30,0,0,0,30
44280,ANTH,02202,  4,"Full Term ... 
06-SEP to 21-DEC",Evening,CULTURAL ANTHROPOLOGY,"Kyle, Jacquelyn M. R.","T       1830 1945 BUNCE 252 (Class)
T       2000 2115 BUNCE 252 (Class)",Main,,3,30,0,0,0,30,0,0,0,30
44281,ANTH,02202,  5,"Full Term ... 
06-SEP to 21-DEC",Evening,CULTURAL ANTHROPOLOGY,"Gabriel, Jay F","W       1830 1945 BUNCE 252 (Class)
W       2000 2115 BUNCE 252 (Class)",Main,,3,30,0,0,0,30,0,0,0,30
44282,ANTH,02202,  6,"Full Term ... 
06-SEP to 21-DEC",Online,CULTURAL ANTHROPOLOGY,"Cordle, Chelsea Marie", ,Online,,3,35,0,0,0,35,0,0,0,
44287,ANTH,02202,  7,"Module Two ... 
01-NOV to 26-DEC",Online,CULTURAL ANTHROPOLOGY,"Cushman, Robert Dustin", ,Online,,3,35,0,0,0,35,0,0,0,
44283,ANTH,02202,  8,"Full Term ... 
06-SEP to 21-DEC",Online,CULTURAL ANTHROPOLOGY,"Chao, Katherine M", ,Online,,3,35,0,0,0,35,0,0,0,
44284,ANTH,02202,  9,"Full Term ... 
06-SEP to 21-DEC",Online,CULTURAL ANTHROPOLOGY,"Chao, Katherine M", ,Online,,3,35,0,0,0,35,0,0,0,
44285,ANTH,02202, 10,"Full Term ... 
06-SEP to 21-DEC",Online,CULTURAL ANTHROPOLOGY,"Castro, Arlene D", ,Online,,3,35,0,0,0,35,0,0,0,
44288,ANTH,02202, 11,"Module Two ... 
01-NOV to 26-DEC",Online,CULTURAL ANTHROPOLOGY,"Castro, Arlene D", ,Online,,3,35,0,0,0,35,0,0,0,
44286,ANTH,02202, 12,"Full Term ... 
06-SEP to 21-DEC",Online,CULTURAL ANTHROPOLOGY,"Verostick, Kirsten", ,Online,,3,35,0,0,0,35,0,0,0,
44289,ANTH,02202, 13,"Module Two ... 
01-NOV to 26-DEC",Online,CULTURAL ANTHROPOLOGY,"Verostick, Kirsten", ,Online,,3,35,0,0,0,35,0,0,0,
44292,ANTH,02203,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,INTRO ARCHEOLOGY,"Hill, Jane A",MW      1700 1815 ROBSON 205 (Class),Main,,3,29,0,0,0,29,0,0,0,29
44294,ANTH,02203,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,INTRO ARCHEOLOGY,"Hill, Jane A",TR      1700 1815 ROBSON 205 (Class),Main,,3,29,0,0,0,29,0,0,0,29
44290,ANTH,02215,  1,"Full Term ... 
06-SEP to 21-DEC",Day,MEDICAL ANTHROPOLOGY,"Schug, Seran E",TR      1100 1215 HAWTHN 104 (Class),Main,,3,30,0,0,0,30,0,0,0,30
44291,ANTH,02215,  2,"Full Term ... 
06-SEP to 21-DEC",Day,MEDICAL ANTHROPOLOGY,"Schug, Seran E",TR      1530 1645 ROBSON 205 (Class),Main,,3,29,0,0,0,29,0,0,0,29
44293,ANTH,02221,  1,"Full Term ... 
06-SEP to 21-DEC",Day,HUMAN VARIATION-RS,"Rosado, Maria",TR      1100 1215 ROBSON 205 (Class),Main,,3,0,0,0,0,0,0,0,0,29
44295,ANTH,02221,  2,"Full Term ... 
06-SEP to 21-DEC",Day,HUMAN VARIATION,"Getler, Anna Elizabeth",MW      0930 1045 ROBSON 205 (Class),Main,,3,29,0,0,0,29,0,0,0,29
44296,ANTH,02221,  3,"Full Term ... 
06-SEP to 21-DEC",Day,HUMAN VARIATION,"Getler, Anna Elizabeth",MW      1100 1215 ROBSON 205 (Class),Main,,3,29,0,0,0,29,0,0,0,29
44297,ANTH,02221,  4,"Full Term ... 
06-SEP to 21-DEC",Online,HUMAN VARIATION,"Mitchell, Tovah Jennifer Ross", ,Online,,3,35,0,0,0,35,0,0,0,
44301,ANTH,02221,  5,"Module Two ... 
01-NOV to 26-DEC",Online,HUMAN VARIATION,"Mitchell, Tovah Jennifer Ross", ,Online,,3,35,0,0,0,35,0,0,0,
44299,ANTH,02221,  6,"Full Term ... 
06-SEP to 21-DEC",Online,HUMAN VARIATION,"McCaffrey, Amanda K", ,Online,,3,35,0,0,0,35,0,0,0,
44300,ANTH,02221,  7,"Full Term ... 
06-SEP to 21-DEC",Online,HUMAN VARIATION,"McCaffrey, Amanda K", ,Online,,3,35,0,0,0,35,0,0,0,
44344,ANTH,02221,  8,"Full Term ... 
06-SEP to 21-DEC",Online,HUMAN VARIATION,"Cordle, Chelsea Marie", ,Online,,3,35,0,0,0,35,0,0,0,
44303,ANTH,02225,  1,"Full Term ... 
06-SEP to 21-DEC",Day,ARTS AND MEDICINE,"Schug, Seran E","W       1530 1645 LBRARY 401 (Class)
W       1700 1815 LBRARY 401 (Class)",Main,,3,22,0,0,0,22,0,0,0,22
44305,ANTH,02240,  1,"Full Term ... 
06-SEP to 21-DEC",Day,FOOD AND CULTURE,"Hill, Jane A",MW      1400 1515 ROBSON 205 (Class),Main,,3,29,0,0,0,29,0,0,0,29
42932,ANTH,02250,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"INTRO ANTHRO LINGUISTICSThis section cross-listed with SPAN 05250 1.
","Manley, Marilyn Suzanne",MW      1230 1345 BUNCE 350 (Class),Main,,3,12,0,0,0,12,0,0,0,24*
44306,ANTH,02290,  1,"Full Term ... 
06-SEP to 21-DEC",Day,MUSEUM STUDIES,"Hill, Jane A", ,Main,,3,29,0,0,0,29,0,0,0,
44308,ANTH,02301,  1,"Full Term ... 
06-SEP to 21-DEC",Day,HUMAN EVOLUTION,"Rosado, Maria",TR      0930 1045 ROBSON 205 (Class),Main,,3,25,0,0,0,25,0,0,0,29
44307,ANTH,02312,  1,"Full Term ... 
06-SEP to 21-DEC",Online,ANTH PERS PHY GROWTH,"Schug, Seran E", ,Online,,3,25,0,0,0,25,0,0,0,
44304,ANTH,02323,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,ANTH OF MAGIC & RELIGION,"Gabriel, Jay F","M       1830 1945 HAWTHN 104 (Class)
M       2000 2115 HAWTHN 104 (Class)",Main,,3,25,0,0,0,25,0,0,0,30
44302,ANTH,02350,  1,"Full Term ... 
06-SEP to 21-DEC",Day,COMPARATIVE CULTURES,"Hundley, James M",TR      0930 1045 SAVITZ 217 (Class),Main,,3,25,0,0,0,25,0,0,0,26
44298,ANTH,02395,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,ANTHROPOLOGICAL THEORY,"Hundley, James M","W       1700 1815 HAWTHN 104 (Class)
W       1830 1945 HAWTHN 104 (Class)",Main,,3,25,0,0,0,25,0,0,0,30
42979,ARAB,12101,  1,"Full Term ... 
06-SEP to 21-DEC",Day,ELEMENTARY ARABIC I,"Mousa, Tarek Awadalla",TR      1230 1345 BUNCE 348 (Class),Main,,3,24,0,0,0,24,0,0,0,24
42980,ARAB,12101,  2,"Full Term ... 
06-SEP to 21-DEC",Day,ELEMENTARY ARABIC I,"Mousa, Tarek Awadalla",TR      1400 1515 BUNCE 348 (Class),Main,,3,24,0,0,0,24,0,0,0,24
42981,ARAB,12201,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"INTERMEDIATE ARABIC IPrerequisite waiver available through placement interview.Contact mousa@rowan.edu.
","Mousa, Tarek Awadalla",MW      1400 1515 OAK 101 (Class),Main,,3,13,0,0,0,13,0,0,0,13
42982,ARAB,12212,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"INTERMEDIATE ARABIC IIIPrerequisite waiver available through placement interview.Contact mousa@rowan.edu.
","Mousa, Tarek Awadalla",MW      1230 1345 OAK 101 (Class),Main,,3,13,0,0,0,13,0,0,0,13
44932,ARHS,03103,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"ART HIS SRVY I:PRE TO MEDIEVALOff-campus trip
",STAFF,TR      1230 1345 WESTBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,91
44933,ARHS,03104,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"ART HIS SRVY II:RENS TO MODERNOff-campus trip
","Sablove, Henrietta F",MW      0930 1045 WESTBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,91
44943,ARHS,03130,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"ART APPRECIATIONOff-campus trip
",STAFF,MW      1230 1345 WESTBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,91
44944,ARHS,03130,  2,"Full Term ... 
06-SEP to 21-DEC",Day,"ART APPRECIATIONOff-campus trip
",STAFF,MW      1530 1645 WESTBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,91
44945,ARHS,03130,  3,"Full Term ... 
06-SEP to 21-DEC",Day,"ART APPRECIATIONOff-campus trip
",STAFF,TR      1530 1645 WESTBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,91
44938,ARHS,03130,  4,"Full Term ... 
06-SEP to 21-DEC",Online,ART APPRECIATION,STAFF, ,Online,,3,25,0,0,0,25,0,0,0,
44939,ARHS,03130,  5,"Full Term ... 
06-SEP to 21-DEC",Online,ART APPRECIATION,STAFF, ,Online,,3,25,0,0,0,25,0,0,0,
44946,ARHS,03130,  6,"Full Term ... 
06-SEP to 21-DEC",Evening,"ART APPRECIATIONOff-campus trip
",STAFF,TR      1700 1815 WESTBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,91
44947,ARHS,03130,  7,"Full Term ... 
06-SEP to 21-DEC",Evening,"ART APPRECIATIONOff-campus trip
",STAFF,"T       1830 1945 WESTBY 111 (Class)
T       2000 2115 WESTBY 111 (Class)",Main,,3,25,0,0,0,25,0,0,0,91
44940,ARHS,03130,  8,"Full Term ... 
06-SEP to 21-DEC",Online,ART APPRECIATION,STAFF, ,Online,,3,25,0,0,0,25,0,0,0,
44941,ARHS,03130,  9,"Full Term ... 
06-SEP to 21-DEC",Online,ART APPRECIATION,STAFF, ,Online,,3,25,0,0,0,25,0,0,0,
44942,ARHS,03130, 10,"Full Term ... 
06-SEP to 21-DEC",Day,"ART APPRECIATIONOff-campus trip
",STAFF,MW      1530 1645 RUCAB 306 (Class),Camden,,3,25,0,0,0,25,0,0,0,25
44936,ARHS,03220,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"MODERN ARTOff-campus trip
","Hottle, Andrew D",TR      1400 1515 WESTBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,91
44934,ARHS,03241,  1,"Full Term ... 
06-SEP to 21-DEC",Day,HIST OF PHOTOGRAPHY,"Hottle, Andrew D",TR      1100 1215 WESTBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,91
44935,ARHS,03310,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"HISTORY OF AMERICAN ARTOff-campus trip
","Sablove, Henrietta F",MW      1100 1215 WESTBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,91
44937,ARHS,03425,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"SPEC PROB ARHS:FASHION HISTORYNeeds room. Cap=25Off-campus trip
",STAFF,MW      1830 1945   (Class),Main,,3,0,0,0,0,0,0,0,0,
44930,ART,02100,  1,"Full Term ... 
06-SEP to 21-DEC",Day,DRAWING I,STAFF,"MW      1400 1515 WESTBY 213 (Class)
MW      1530 1645 WESTBY 213 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
44931,ART,02100,  2,"Full Term ... 
06-SEP to 21-DEC",Day,DRAWING I-RS,STAFF,"TR      0800 0915 WESTBY 213 (Class)
TR      0930 1045 WESTBY 213 (Class)",Main,,3,0,0,0,0,0,0,0,0,30
44929,ART,02100,  3,"Full Term ... 
06-SEP to 21-DEC",Day,DRAWING I,STAFF,"TR      1400 1515 WESTBY 213 (Class)
TR      1530 1645 WESTBY 213 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
44928,ART,02100,  4,"Full Term ... 
06-SEP to 21-DEC",Evening,DRAWING I,STAFF,"TR      1700 1815 WESTBY 213 (Class)
TR      1830 1945 WESTBY 213 (Class)",Main,,3,15,0,0,0,15,0,0,0,30
